id,address,city,state,zip,state,county,tract,longitude,latitude
1651,7717 Page Ave, Saint Louis, MO,63133,29,189,214200,-90.300095,38.542711
1652,1730 N Hanley Rd, Saint Louis, MO,63114,29,189,214200,-90.22439,38.78563
1653,8020 Saint Charles Rock Rd, Saint Louis, MO,63114,29,189,214300,-90.27232,38.652578
1654,8240 Saint Charles Rock Rd, Saint Louis, MO,63114,29,189,214300,-90.351178,38.531482
1655,8364 Midland Blvd, Saint Louis, MO,63114,29,189,214300,-90.294492,38.589757
1802,,,,,,,,-92.073365,37.389259
1656,2200 Brown Rd, Saint Louis, MO,63114,29,189,214500,-90.346489,38.70872
1657,9636 Midland Blvd, Saint Louis, MO,63114,29,189,214601,-90.254175,38.616556
1658,9561 Lackland Rd, Saint Louis, MO,63114,29,189,214601,-90.268227,38.569591
1659,9632 Midland Blvd, Saint Louis, MO,63114,29,189,214601,-90.256173,38.555106
1660,4019 E Hwy 47, Winfield, MO,63389,29,113,810400,-90.337967,38.695085
1661,7400 NW River Park Dr, Parkville, MO,64152,29,165,30101,-90.240604,38.587778
1662,5215 NW Crooked Rd, Parkville, MO,64152,29,165,30305,-90.290395,38.61051
1663,10801 NW Crooked Rd, Kansas City, MO,64152,29,165,30305,-90.255975,38.635947
1664,1836 Dyer Ave, Saint Louis, MO,63114,29,189,214602,-90.509027,38.649171
1665,10350 Baltimore Ave, Saint Ann, MO,63074,29,189,214700,-90.204365,38.640611
1666,2634 Sims Ave, Saint Louis, MO,63114,29,189,214700,-90.368226,38.700798
1667,11158 Old Saint Charles Rd, Saint Ann, MO,63074,29,189,214800,-90.306213,38.456696
1668,3721 Saint Bridget Ln, Saint Ann, MO,63074,29,189,214800,-90.36373,38.608014
1669,2900 Adie Rd, Saint Ann, MO,63074,29,189,214900,-90.306194,38.457319
1670,10935 Midland Blvd, Saint Louis, MO,63114,29,189,214900,-90.369278,38.707945
1671,2210 N Warson Rd, Saint Louis, MO,63114,29,189,214900,-90.338186,38.577625
1672,1492 Craig Rd, Saint Louis, MO,63146,29,189,215003,-90.396855,38.580859
1673,1170 Timber Run Dr, Saint Louis, MO,63146,29,189,215103,-90.322943,38.680327
1674,12790 Fee Fee Rd, Saint Louis, MO,63146,29,189,215142,-90.242981,38.613504
1675,1915 Ross Ave, Saint Louis, MO,63146,29,189,215142,-90.223754,38.750311
1676,12521 Marine Ave, Saint Louis, MO,63146,29,189,215142,-90.197991,38.787229
1677,900 N Mason Rd, Saint Louis, MO,63141,29,189,215201,-90.373694,38.507268
1678,12546 Conway Rd, Saint Louis, MO,63141,29,189,215201,-90.453683,38.695898
1679,601 S New Ballas Rd, Saint Louis, MO,63141,29,189,215201,-90.235178,38.647095
1680,12132 Olive St Rd, Saint Louis, MO,63141,29,189,215201,-90.306099,38.661876
1681,13725 Conway Rd, Saint Louis, MO,63141,29,189,215202,-90.305595,38.706949
1682,505 Hwy 273, Tracy, MO,64079,29,165,30401,-90.268437,38.740448
1683,2903 Williamsburg Ter, Platte City, MO,64079,29,165,30500,-90.244744,38.595738
1684,2401 Kentucky Ave, Platte City, MO,64079,29,165,30500,-90.297704,38.578951
1685,1701 Branch St, Platte City, MO,64079,29,165,30500,-90.233796,38.642989
1686,1601 Branch St, Platte City, MO,64079,29,165,30500,-90.23135,38.620333
1687,14215 92 Hwy, Platte City, MO,64079,29,165,30600,-90.28171,38.670923
1688,311 W McCurry St, Pleasant Hope, MO,65725,29,167,960300,-90.364947,38.67398
1689,10890 Ladue Rd, Saint Louis, MO,63141,29,189,215302,-90.207003,38.670254
1691,9120 Olive Blvd, Saint Louis, MO,63132,29,189,215500,-90.230474,38.711659
1692,10106 Old Olive St Rd, Saint Louis, MO,63141,29,189,215600,-90.313558,38.65132
1693,1481 82nd Blvd, Saint Louis, MO,63132,29,189,215700,-90.209167,38.669063
1694,1500 82nd Blvd, Saint Louis, MO,63132,29,189,215700,-90.339499,38.577877
1696,7400 Olive Blvd, Saint Louis, MO,63130,29,189,215900,-90.253549,38.746747
1697,7249 Olive Blvd, Saint Louis, MO,63130,29,189,215900,-90.361586,38.592188
1698,6646 Vernon Ave, Saint Louis, MO,63130,29,189,216100,-90.255923,38.650904
1699,737 Kingsland Ave, Saint Louis, MO,63130,29,189,216100,-90.299791,38.552218
1700,737 Kingsland Ave, Saint Louis, MO,63130,29,189,216100,-90.254903,38.81037
1701,7220 Waterman Ave, Saint Louis, MO,63130,29,189,216200,-90.263961,38.776813
1702,7157 Northmoor Dr, Saint Louis, MO,63105,29,189,216200,-90.197972,38.788079
1703,7400 Balson Ave, Saint Louis, MO,63130,29,189,216200,-90.241442,38.61822
1704,941 Midland Blvd, Saint Louis, MO,63130,29,189,216200,-90.314141,38.765413
1706,7100 Oakland Ave, Richmond Heights, MO,63117,29,189,216800,-90.357346,38.693966
1707,1800 Princeton Pl, Saint Louis, MO,63117,29,189,216800,-90.348704,38.815363
1708,2801 Oakland Ave, Saint Louis, MO,63143,29,189,217000,-90.355671,38.61932
1710,8636 Litzsinger Rd, Saint Louis, MO,63144,29,189,217300,-90.34661,38.624645
1711,624 Lohmann Forest Ln, Saint Louis, MO,63119,29,189,219500,-90.251657,38.671853
1712,670 S Laclede Station Rd S, Saint Louis, MO,63119,29,189,219600,-90.259617,38.656384
1713,4974 Heege Rd, Saint Louis, MO,63123,29,189,219800,-90.307125,38.707368
1714,4530 Weber Rd, Saint Louis, MO,63123,29,189,219900,-90.376837,38.706793
1716,4530 Weber Rd, Saint Louis, MO,63123,29,189,219900,-90.309443,38.665242
1717,,,,,,,,-90.321244,38.441277
1718,,,,,,,,-90.285608,38.494385
1719,,,,,,,,-90.380075,38.527488
1720,,,,,,,,-90.39771,38.468348
1721,,,,,,,,-90.30603,38.460384
1722,,,,,,,,-90.294275,38.596811
1724,,,,,,,,-90.481058,38.637164
1725,,,,,,,,-90.459337,38.703346
1726,,,,,,,,-90.442539,38.683684
1727,,,,,,,,-90.409174,38.684386
1728,,,,,,,,-90.384086,38.692934
1729,,,,,,,,-90.328702,38.684551
1730,,,,,,,,-90.365364,38.730929
1731,,,,,,,,-90.343106,38.616962
1732,,,,,,,,-90.276089,38.693089
1733,,,,,,,,-90.319269,38.708677
1734,,,,,,,,-90.226322,38.811652
1735,,,,,,,,-90.29417,38.709299
1736,,,,,,,,-90.359273,38.717777
1737,,,,,,,,-90.308251,38.659597
1738,,,,,,,,-90.278105,38.664224
1739,,,,,,,,-90.302095,38.6312
1740,,,,,,,,-90.276317,38.597688
1741,,,,,,,,-90.246688,38.614865
1742,,,,,,,,-90.311373,38.531059
1743,,,,,,,,-90.333723,38.480784
1744,,,,,,,,-90.287447,38.524461
1745,,,,,,,,-90.320426,38.478054
1746,,,,,,,,-90.338305,38.417613
1747,,,,,,,,-90.331515,38.48731
1748,,,,,,,,-90.367569,38.49369
1749,,,,,,,,-90.270688,38.687657
1750,,,,,,,,-90.327613,38.71034
1751,,,,,,,,-90.308251,38.659597
1752,,,,,,,,-90.30725,38.68266
1753,,,,,,,,-90.236203,38.655657
1754,,,,,,,,-90.302698,38.559198
1755,,,,,,,,-90.399537,38.698177
1756,,,,,,,,-90.252813,38.766798
1757,,,,,,,,-90.304105,38.621507
1759,,,,,,,,-90.230766,38.685104
1760,,,,,,,,-90.33279,38.743941
1761,,,,,,,,-90.621923,38.772586
1762,,,,,,,,-90.628732,38.76943
1763,,,,,,,,-90.580603,38.77423
1764,,,,,,,,-90.578453,38.778507
1765,,,,,,,,-90.576905,38.784395
1766,,,,,,,,-90.618443,38.788219
1767,,,,,,,,-90.601886,38.740621
1768,,,,,,,,-90.584549,38.757111
1769,,,,,,,,-90.451113,38.672394
1770,,,,,,,,-90.575639,38.793168
1771,,,,,,,,-90.630405,38.788602
1772,,,,,,,,-90.588126,38.75426
1773,,,,,,,,-90.620854,38.797269
1774,,,,,,,,-90.636931,38.759082
1775,,,,,,,,-90.60973,38.788994
1776,,,,,,,,-90.662173,38.787125
1778,,,,,,,,-90.577025,38.754962
1779,,,,,,,,-90.573849,38.790052
1780,,,,,,,,-90.576787,38.789693
1781,,,,,,,,-90.582086,38.7872
1782,,,,,,,,-90.675936,38.783929
1783,,,,,,,,-90.628238,38.796106
1784,,,,,,,,-90.629455,38.793211
1785,,,,,,,,-90.640567,38.788567
1786,,,,,,,,-90.236572,38.580062
1787,,,,,,,,-92.135074,37.814784
1788,,,,,,,,-94.539973,40.220478
1789,,,,,,,,-92.139412,37.808728
1803,,,,,,,,-91.154339,38.211807
1804,,,,,,,,-90.04992,37.992525
1805,,,,,,,,-91.160409,38.208868
1806,,,,,,,,-91.658718,37.174125
1807,,,,,,,,-91.181895,38.209492
1808,,,,,,,,-90.412823,38.541033
1811,,,,,,,,-95.391811,40.437359
1812,,,,,,,,-91.544208,36.522664
1814,,,,,,,,-92.781471,38.652153
1816,,,,,,,,-91.661653,37.178262
1817,,,,,,,,-93.606128,40.072216
1818,,,,,,,,-93.609798,40.06858
1819,,,,,,,,-90.978988,38.975435
1820,,,,,,,,-90.967656,38.976144
1821,,,,,,,,-93.618497,40.082847
1830,,,,,,,,-91.029594,38.452995
1831,,,,,,,,-91.016451,38.445545
1832,,,,,,,,-91.022362,38.477533
1833,,,,,,,,-92.993712,40.474877
1834,,,,,,,,-90.348031,38.680271
1835,,,,,,,,-91.025494,38.451945
1836,,,,,,,,-91.009726,38.440659
1837,,,,,,,,-90.322141,38.653738
1838,,,,,,,,-90.32042,38.646827
1839,,,,,,,,-90.479177,38.565994
1840,,,,,,,,-90.32875,38.664109
1841,,,,,,,,-90.321757,38.663351
1842,,,,,,,,-91.013705,37.011345
1843,,,,,,,,-92.838185,38.435696
1845,,,,,,,,-90.4969,38.551572
1846,,,,,,,,-93.719501,38.773212
1847,,,,,,,,-93.779816,38.779552
1848,,,,,,,,-92.847729,38.426584
1849,,,,,,,,-93.733619,38.765289
1850,,,,,,,,-93.723565,38.76807
1851,,,,,,,,-93.004401,40.482411
1852,,,,,,,,-93.741165,38.750269
1853,,,,,,,,-93.725533,38.764337
1854,,,,,,,,-93.729285,38.74531
1855,,,,,,,,-93.735596,38.756623
1856,,,,,,,,-91.139381,38.808127
1857,,,,,,,,-91.142274,38.795886
1858,,,,,,,,-91.139381,38.808127
1859,,,,,,,,-91.136576,38.822621
1860,,,,,,,,-91.130951,38.810556
1861,,,,,,,,-93.369372,38.241083
1862,,,,,,,,-93.959527,36.586776
1863,,,,,,,,-90.987955,38.542797
1864,,,,,,,,-91.016961,38.535535
1866,,,,,,,,-91.00587,38.534105
1867,,,,,,,,-90.980394,38.542649
1869,,,,,,,,-91.03816,38.556966
1870,,,,,,,,-93.734232,38.70248
1871,,,,,,,,-91.577453,40.397807
1872,,,,,,,,-92.206894,37.812334
1873,,,,,,,,-92.237117,37.813301
1874,,,,,,,,-91.141855,38.814177
1875,,,,,,,,-94.482096,37.148456
1876,,,,,,,,-94.462738,37.155242
1877,,,,,,,,-94.509196,37.195861
1878,,,,,,,,-94.480576,37.148772
1879,,,,,,,,-90.350426,38.603563
1880,,,,,,,,-90.375861,38.584412
1881,,,,,,,,-93.990804,39.132536
1882,,,,,,,,-94.460402,37.14045
1883,,,,,,,,-90.300923,38.667504
1884,,,,,,,,-90.880795,38.82486
1886,,,,,,,,-90.857844,38.810617
1887,,,,,,,,-90.859258,38.822962
1888,,,,,,,,-90.886349,38.709001
1889,,,,,,,,-92.192809,37.826705
1890,,,,,,,,-90.859285,38.824051
1891,,,,,,,,-90.875551,38.824898
1892,,,,,,,,-93.982492,39.130589
1893,,,,,,,,-90.892636,38.80643
1894,,,,,,,,-90.840396,38.812504
1897,,,,,,,,-91.857806,36.732118
1898,,,,,,,,-91.864311,36.757913
1899,,,,,,,,-91.870711,36.721681
1900,,,,,,,,-91.860586,36.7323
1901,,,,,,,,-91.844877,36.728097
1902,,,,,,,,-91.858617,36.72622
1904,,,,,,,,-90.643679,38.600359
1905,,,,,,,,-90.641724,38.597744
1906,,,,,,,,-90.614846,38.608824
1907,,,,,,,,-90.634729,38.576313
1908,,,,,,,,-93.431853,37.306905
1909,,,,,,,,-91.861379,36.672135
1910,,,,,,,,-91.972227,36.993876
1913,,,,,,,,-91.969858,36.625069
1914,,,,,,,,-91.018913,38.828053
1915,,,,,,,,-91.326103,37.009832
1917,,,,,,,,-90.748239,38.990452
